sku_id,sku_code,main_design,wire_size,dimensions,design_type,line,cut,karat,color,price,image_filename,
5743,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,14KT,RG,488,BALL5743,
5744,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,14KT,WG,779,BALL5744,
5745,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,14KT,YG,357,BALL5745,
5746,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,18KT,RG,799,BALL5746,
5747,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,18KT,WG,524,BALL5747,
5748,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,18KT,YG,138,BALL5748,
5749,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,20KT,YG,922,BALL5749,
5750,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,21KT,YG,865,BALL5750,
5751,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,22KT,YG,564,BALL5751,
5752,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,9KT,RG,134,BALL5752,
5753,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,9KT,WG,905,BALL5753,
5754,BALL-0.75mm-2.5mm Ball-Singapuri Ball-7Line-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,7Line,Moon Cut,9KT,YG,260,BALL5754,
5755,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,10KT,RG,634,BALL5755,
5756,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,10KT,WG,381,BALL5756,
5757,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,10KT,YG,438,BALL5757,
5758,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,14KT,RG,410,BALL5758,
5759,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,14KT,WG,216,BALL5759,
5760,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,14KT,YG,615,BALL5760,
5761,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,18KT,RG,397,BALL5761,
5762,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,18KT,WG,895,BALL5762,
5763,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,18KT,YG,589,BALL5763,
5764,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,20KT,YG,346,BALL5764,
5765,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,21KT,YG,265,BALL5765,
5766,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,22KT,YG,694,BALL5766,
5767,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,9KT,RG,671,BALL5767,
5768,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,9KT,WG,523,BALL5768,
5769,BALL-0.75mm-2.5mm Ball-Singapuri Ball-8Line-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,8Line,Moon Cut,9KT,YG,540,BALL5769,
5770,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,10KT,RG,109,BALL5770,
5771,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,10KT,WG,198,BALL5771,
5772,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,10KT,YG,605,BALL5772,
5773,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,14KT,RG,320,BALL5773,
5774,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,14KT,WG,795,BALL5774,
5775,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,14KT,YG,729,BALL5775,
5776,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,18KT,RG,553,BALL5776,
5777,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,18KT,WG,654,BALL5777,
5778,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,18KT,YG,663,BALL5778,
5779,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,20KT,YG,976,BALL5779,
5780,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,21KT,YG,377,BALL5780,
5781,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,22KT,YG,150,BALL5781,
5782,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,9KT,RG,521,BALL5782,
5783,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,9KT,WG,127,BALL5783,
5784,BALL-0.75mm-2.5mm Ball-Singapuri Ball-9line-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,9line,Moon Cut,9KT,YG,915,BALL5784,
5785,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,10KT,RG,742,BALL5785,
5786,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,10KT,WG,195,BALL5786,
5787,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,10KT,YG,366,BALL5787,
5788,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,14KT,RG,422,BALL5788,
5789,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,14KT,WG,870,BALL5789,
5790,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,14KT,YG,934,BALL5790,
5791,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,18KT,RG,116,BALL5791,
5792,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,18KT,WG,497,BALL5792,
5793,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,18KT,YG,280,BALL5793,
5794,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,20KT,YG,517,BALL5794,
5795,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,21KT,YG,434,BALL5795,
5796,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,22KT,YG,804,BALL5796,
5797,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,9KT,RG,813,BALL5797,
5798,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,9KT,WG,515,BALL5798,
5799,BALL-0.75mm-2.5mm Ball-Singapuri Ball-SN-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,SN,Moon Cut,9KT,YG,159,BALL5799,
5800,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,10KT,RG,391,BALL5800,
5801,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,10KT,WG,467,BALL5801,
5802,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,10KT,YG,490,BALL5802,
5803,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,14KT,RG,789,BALL5803,
5804,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,14KT,WG,380,BALL5804,
5805,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,14KT,YG,978,BALL5805,
5806,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,18KT,RG,562,BALL5806,
5807,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,18KT,WG,106,BALL5807,
5808,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,18KT,YG,349,BALL5808,
5809,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,20KT,YG,925,BALL5809,
5810,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,21KT,YG,272,BALL5810,
5811,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,22KT,YG,368,BALL5811,
5812,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,9KT,RG,291,BALL5812,
5813,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,9KT,WG,334,BALL5813,
5814,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Square-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Square,Moon Cut,9KT,YG,147,BALL5814,
5815,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,10KT,RG,245,BALL5815,
5816,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,10KT,WG,364,BALL5816,
5817,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,10KT,YG,123,BALL5817,
5818,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,14KT,RG,497,BALL5818,
5819,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,14KT,WG,937,BALL5819,
5820,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,14KT,YG,252,BALL5820,
5821,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,18KT,RG,514,BALL5821,
5822,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,18KT,WG,886,BALL5822,
5823,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,18KT,YG,846,BALL5823,
5824,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,20KT,YG,453,BALL5824,
5825,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,21KT,YG,113,BALL5825,
5826,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,22KT,YG,917,BALL5826,
5827,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,9KT,RG,891,BALL5827,
5828,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,9KT,WG,988,BALL5828,
5829,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Sundri-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Sundri,Moon Cut,9KT,YG,804,BALL5829,
5830,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,10KT,RG,892,BALL5830,
5831,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,10KT,WG,656,BALL5831,
5832,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,10KT,YG,535,BALL5832,
5833,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,14KT,RG,834,BALL5833,
5834,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,14KT,WG,577,BALL5834,
5835,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,14KT,YG,996,BALL5835,
5836,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,18KT,RG,789,BALL5836,
5837,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,18KT,WG,401,BALL5837,
5838,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,18KT,YG,224,BALL5838,
5839,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,20KT,YG,182,BALL5839,
5840,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,21KT,YG,753,BALL5840,
5841,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,22KT,YG,320,BALL5841,
5842,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,9KT,RG,623,BALL5842,
5843,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,9KT,WG,420,BALL5843,
5844,BALL-0.75mm-2.5mm Ball-Singapuri Ball-TVT-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,TVT,Moon Cut,9KT,YG,897,BALL5844,
5845,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,10KT,RG,498,BALL5845,
5846,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,10KT,WG,767,BALL5846,
5847,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,10KT,YG,837,BALL5847,
5848,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,14KT,RG,883,BALL5848,
5849,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,14KT,WG,931,BALL5849,
5850,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,14KT,YG,615,BALL5850,
5851,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,18KT,RG,504,BALL5851,
5852,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,18KT,WG,319,BALL5852,
5853,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,18KT,YG,889,BALL5853,
5854,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,20KT,YG,958,BALL5854,
5855,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,21KT,YG,579,BALL5855,
5856,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,22KT,YG,707,BALL5856,
5857,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,9KT,RG,751,BALL5857,
5858,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,9KT,WG,713,BALL5858,
5859,BALL-0.75mm-2.5mm Ball-Singapuri Ball-Triangle-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Ball,Singapuri Ball,Triangle,Moon Cut,9KT,YG,786,BALL5859,
5860,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,10KT,RG,586,BALL5860,
5861,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-10KT-WG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,10KT,WG,961,BALL5861,
5862,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-10KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,10KT,YG,496,BALL5862,
5863,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-14KT-RG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,14KT,RG,331,BALL5863,
5864,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-14KT-WG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,14KT,WG,564,BALL5864,
5865,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-14KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,14KT,YG,963,BALL5865,
5866,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-18KT-RG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,18KT,RG,150,BALL5866,
5867,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-18KT-WG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,18KT,WG,334,BALL5867,
5868,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-18KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,18KT,YG,865,BALL5868,
5869,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-20KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,20KT,YG,412,BALL5869,
5870,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-21KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,21KT,YG,557,BALL5870,
5871,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-22KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,22KT,YG,296,BALL5871,
5872,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-9KT-RG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,9KT,RG,554,BALL5872,
5873,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-9KT-WG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,9KT,WG,623,BALL5873,
5874,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-10line-Moon Cut-9KT-YG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,10line,Moon Cut,9KT,YG,813,BALL5874,
5875,BALL-0.75mm-2.5mm Capsule Ball-Singapuri Ball-2Line-Moon Cut-10KT-RG,BALL,0.75mm,2.5mm Capsule Ball,Singapuri Ball,2Line,Moon Cut,10KT,RG,913,BALL5875,
